Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
,FALSE,NYC Health + Hospitals/Gotham Health,Ida G. Israel Community Health Center,Patient Services,https://www.gogetta.nyc/team/location/4003b5d7-9775-43a2-8298-70224e0a4244/services/b43e2497-4568-4cee-ac17-73536dc7b6d3,https://www.gogetta.nyc/find/location/4003b5d7-9775-43a2-8298-70224e0a4244,www.nychealthandhospitals.org,Health,,,,,"718.616.6020, 718.616.6030",2925 W 19th St,Brooklyn,11224,V,,b43e2497-4568-4cee-ac17-73536dc7b6d3,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Williamsburg,Patient Services,https://www.gogetta.nyc/team/location/51f67940-354a-4f25-b23f-e4c0b59a7d04/services/b31d8c00-09ec-49bc-be9f-89a22c1c7203,https://www.gogetta.nyc/find/location/51f67940-354a-4f25-b23f-e4c0b59a7d04,www.nychealthandhospitals.org,Health,,,,,844.692.4692,279 Graham Ave,Brooklyn,11211,V,,b31d8c00-09ec-49bc-be9f-89a22c1c7203,,,
doobneek,TRUE,NYC Health + Hospitals/Gotham Health,East New York Center,Patient Services,https://www.gogetta.nyc/team/location/cb680c09-9b42-43c2-aa5f-c2b8a8cf725b/services/72925a1f-817c-42b7-a97b-7b254ffffcc2,https://www.gogetta.nyc/find/location/cb680c09-9b42-43c2-aa5f-c2b8a8cf725b,www.nychealthandhospitals.org,Health,,,x,,844.692.4692,2094 Pitkin Ave,Brooklyn,11207,V,,72925a1f-817c-42b7-a97b-7b254ffffcc2,,,
doobneek,TRUE,NYC Health + Hospitals/Gotham Health,East New York Center,WIC Program,https://www.gogetta.nyc/team/location/cb680c09-9b42-43c2-aa5f-c2b8a8cf725b/services/971e82f3-257f-4353-bc16-4d234ec52022,https://www.gogetta.nyc/find/location/cb680c09-9b42-43c2-aa5f-c2b8a8cf725b,www.nychealthandhospitals.org,Food,,5,,,844.692.4692,2094 Pitkin Ave,Brooklyn,11207,V,,971e82f3-257f-4353-bc16-4d234ec52022,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Fort Greene,Patient Services,https://www.gogetta.nyc/team/location/6408d71d-6b43-4dbc-891b-e4f4902d84da/services/96dc59e4-4711-44e7-8dde-b418439e4d43,https://www.gogetta.nyc/find/location/6408d71d-6b43-4dbc-891b-e4f4902d84da,www.nychealthandhospitals.org/,Health,,,,,"718.918.8850, 844.692.4692",295 Flatbush Ave Ext,Brooklyn,11201,V,,96dc59e4-4711-44e7-8dde-b418439e4d43,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Bedford,Patient Services,https://www.gogetta.nyc/team/location/902536a1-5adf-4b49-bb34-e96d315eebb6/services/99c2c20c-a163-48db-a89b-2b100df19ef7,https://www.gogetta.nyc/find/location/902536a1-5adf-4b49-bb34-e96d315eebb6,www.nychealthandhospitals.org/,Health,,,,,844.692.4692,485 Throop Ave,Brooklyn,11221,V,,99c2c20c-a163-48db-a89b-2b100df19ef7,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Cumberland,Patient Services,https://www.gogetta.nyc/team/location/99ed1b63-036b-457a-83df-884a230807b6/services/f7482627-80b1-4729-927d-18d3e729f826,https://www.gogetta.nyc/find/location/99ed1b63-036b-457a-83df-884a230807b6,www.nychealthandhospitals.org/locations/gotham-health-cumberland/,Health,,,,,844.692.4692,100 N Portland Ave,Brooklyn,11205,V,,f7482627-80b1-4729-927d-18d3e729f826,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Jonathan Williams,Patient Services,https://www.gogetta.nyc/team/location/28e0636f-4147-45d2-9c1c-b21f108583e7/services/e7f53802-4ee7-4efe-b12f-07f505140eaa,https://www.gogetta.nyc/find/location/28e0636f-4147-45d2-9c1c-b21f108583e7,www.nychealthandhospitals.org/woodhull/neighborhood-health-centers/,Health,,,,,844.692.4692,333 Roebling St,Brooklyn,11211,V,,e7f53802-4ee7-4efe-b12f-07f505140eaa,,,
,FALSE,NYC Health + Hospitals/Gotham Health,South Queens,Patient Services,https://www.gogetta.nyc/team/location/ce666e74-ae97-4f38-a99f-2c580fbef125/services/fee40e1d-683e-4481-86a5-5e07de125fe1,https://www.gogetta.nyc/find/location/ce666e74-ae97-4f38-a99f-2c580fbef125,www.nychealthandhospitals.org/,Health,,,,,"718.883.6648, 844.692.4692",114-02 Guy R Brewer Blvd,Jamaica,11434,V,,fee40e1d-683e-4481-86a5-5e07de125fe1,,,
,FALSE,NYC Health + Hospitals/Gotham Health,St. Nicholas,Patient Services,https://www.gogetta.nyc/team/location/2d36a0a0-cdc9-44b6-89e8-eb5ddc6b2068/services/e0abf270-e940-4fd7-bf41-6a1f2f35a0e8,https://www.gogetta.nyc/find/location/2d36a0a0-cdc9-44b6-89e8-eb5ddc6b2068,www.nychealthandhospitals.org,Health,,,,,"212.865.1300, 212.932.6500",281 W 127th St,New York,10027,V,,e0abf270-e940-4fd7-bf41-6a1f2f35a0e8,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Dyckman,Patient Services,https://www.gogetta.nyc/team/location/ce70795b-9bdd-4f8f-b95c-976c1919d672/services/1b171dfe-fa2c-4eb8-aaa2-276d1fad54c0,https://www.gogetta.nyc/find/location/ce70795b-9bdd-4f8f-b95c-976c1919d672,www.nychealthandhospitals.org,Health,,,,,844.692.4692,175 Nagle Ave,New York,10034,V,,1b171dfe-fa2c-4eb8-aaa2-276d1fad54c0,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Clemente,Patient Services,https://www.gogetta.nyc/team/location/eae69d86-804c-40d8-b77a-dc1836f10215/services/a3a8971d-a9e1-4499-af01-2b38c41cdb67,https://www.gogetta.nyc/find/location/eae69d86-804c-40d8-b77a-dc1836f10215,www.nychealthandhospitals.org,Health,,,,,212.387.7400,540 E 13th St,New York,10009,V,,a3a8971d-a9e1-4499-af01-2b38c41cdb67,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Gouverneur,Patient Services,https://www.gogetta.nyc/team/location/fc5edf0d-f2be-4151-814c-6e2b6608044c/services/73ef510d-ceaa-459c-9ae5-d98f6030ab09,https://www.gogetta.nyc/find/location/fc5edf0d-f2be-4151-814c-6e2b6608044c,www.nychealthandhospitals.org/gouverneur-primary-care-services/pride-health-center/,Health,,,,,"212.441.5000, 844.692.4692",227 Madison St,New York,10002,V,,73ef510d-ceaa-459c-9ae5-d98f6030ab09,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Gouverneur,WIC Program,https://www.gogetta.nyc/team/location/fc5edf0d-f2be-4151-814c-6e2b6608044c/services/b8520f93-cec8-4c36-8dc8-4dd1dbe5ecbd,https://www.gogetta.nyc/find/location/fc5edf0d-f2be-4151-814c-6e2b6608044c,www.nychealthandhospitals.org/gouverneur-primary-care-services/pride-health-center/,Food,,,,,"212.441.5000, 844.692.4692",227 Madison St,New York,10002,V,,b8520f93-cec8-4c36-8dc8-4dd1dbe5ecbd,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Judson,The Bridge Program and Mental Health,https://www.gogetta.nyc/team/location/26062d99-3ae2-4ea8-a941-638bc3fbf659/services/385aae9b-3a87-4f8e-a9de-f9441c6c81c7,https://www.gogetta.nyc/find/location/26062d99-3ae2-4ea8-a941-638bc3fbf659,www.nychealthandhospitals.org/judson/,Health,,,,,212.925.5000,34 Spring St,New York,10012,V,,385aae9b-3a87-4f8e-a9de-f9441c6c81c7,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Judson,Primary Care,https://www.gogetta.nyc/team/location/26062d99-3ae2-4ea8-a941-638bc3fbf659/services/91a6b899-dabd-44af-86b6-ab28951b8d59,https://www.gogetta.nyc/find/location/26062d99-3ae2-4ea8-a941-638bc3fbf659,www.nychealthandhospitals.org/judson/,Health,,,,,212.925.5000,34 Spring St,New York,10012,V,,91a6b899-dabd-44af-86b6-ab28951b8d59,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Judson,MetroPlus Enrollment,https://www.gogetta.nyc/team/location/26062d99-3ae2-4ea8-a941-638bc3fbf659/services/cf6cde8b-c490-4dfb-aa2b-9fb809bbc884,https://www.gogetta.nyc/find/location/26062d99-3ae2-4ea8-a941-638bc3fbf659,www.nychealthandhospitals.org/judson/,Health,,,,,212.925.5000,34 Spring St,New York,10012,V,,cf6cde8b-c490-4dfb-aa2b-9fb809bbc884,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Judson,The Pride Health Center,https://www.gogetta.nyc/team/location/26062d99-3ae2-4ea8-a941-638bc3fbf659/services/ec64eb5c-d35b-4c92-9c91-28fee4ee8ae4,https://www.gogetta.nyc/find/location/26062d99-3ae2-4ea8-a941-638bc3fbf659,www.nychealthandhospitals.org/judson/,Health,,,,,212.925.5000,34 Spring St,New York,10012,V,,ec64eb5c-d35b-4c92-9c91-28fee4ee8ae4, 18,,
,FALSE,NYC Health + Hospitals/Gotham Health,Springfield Gardens,Patient Services,https://www.gogetta.nyc/team/location/8ea0f5f0-7097-42c2-93e8-fde1a674eb33/services/5f1317e7-bada-4b5c-87ec-1e8b5cf820ac,https://www.gogetta.nyc/find/location/8ea0f5f0-7097-42c2-93e8-fde1a674eb33,www.nychealthandhospitals.org,Health,,,,,844.692.4692,134-64 Springfield Blvd,Queens,11413,V,,5f1317e7-bada-4b5c-87ec-1e8b5cf820ac,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Jamaica,Patient Services,https://www.gogetta.nyc/team/location/c987bfe0-746c-453c-9978-282a822f7c02/services/30bc1d43-4a28-4508-b715-0073ab1c5c5d,https://www.gogetta.nyc/find/location/c987bfe0-746c-453c-9978-282a822f7c02,www.nychealthandhospitals.org,Health,,,,,844.692.4692,90-37 Parsons Blvd,Queens,11432,V,,30bc1d43-4a28-4508-b715-0073ab1c5c5d,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Jamaica,COVID-19 Testing,https://www.gogetta.nyc/team/location/c987bfe0-746c-453c-9978-282a822f7c02/services/d0475df5-42a4-4cdb-b0b9-3a90373b4773,https://www.gogetta.nyc/find/location/c987bfe0-746c-453c-9978-282a822f7c02,www.nychealthandhospitals.org,Health,,,,,844.692.4692,90-37 Parsons Blvd,Queens,11432,V,,d0475df5-42a4-4cdb-b0b9-3a90373b4773,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Roosevelt Community Health Center of Excellence,Long COVID Treatment and Prevention,https://www.gogetta.nyc/team/location/cb3d9003-ce74-41e8-bb57-c961b94f80fc/services/7f84e471-3391-48cc-a432-6d2b116356ae,https://www.gogetta.nyc/find/location/cb3d9003-ce74-41e8-bb57-c961b94f80fc,www.nychealthandhospitals.org/locations/,Health,,,,,844.692.4692,37-48 72nd St,Queens,11372,V,,7f84e471-3391-48cc-a432-6d2b116356ae,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Roosevelt Community Health Center of Excellence,Primary Care,https://www.gogetta.nyc/team/location/cb3d9003-ce74-41e8-bb57-c961b94f80fc/services/e4c93a22-0903-412d-a62c-93c34af3bf1f,https://www.gogetta.nyc/find/location/cb3d9003-ce74-41e8-bb57-c961b94f80fc,www.nychealthandhospitals.org/locations/,Health,,,,,844.692.4692,37-48 72nd St,Queens,11372,V,,e4c93a22-0903-412d-a62c-93c34af3bf1f,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Ridgewood,Comprehensive Healthcare,https://www.gogetta.nyc/team/location/ad404772-564b-4c0f-a33d-f9e9c9a3aad4/services/c92815c2-45e5-42b0-8269-0796a12ea06f,https://www.gogetta.nyc/find/location/ad404772-564b-4c0f-a33d-f9e9c9a3aad4,www.nychealthandhospitals.org,Health,,,,,844.692.4692,769 Onderdonk Ave,Ridgewood,11385,V,,c92815c2-45e5-42b0-8269-0796a12ea06f,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Vanderbilt,Patient Services,https://www.gogetta.nyc/team/location/023a599f-aa77-4dad-ac47-f198e1f61929/services/c6e05650-c668-4fba-b781-f8019fe5c746,https://www.gogetta.nyc/find/location/023a599f-aa77-4dad-ac47-f198e1f61929,www.nychealthandhospitals.org/locations/nyc-health-hospitals-gotham-healthvanderbilt/,Health,,,,,844.692.4692,165 Vanderbilt Ave,Staten Island,10304,V,,c6e05650-c668-4fba-b781-f8019fe5c746,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Tremont,Patient Services,https://www.gogetta.nyc/team/location/534af3d7-3f6e-427f-8eb3-d2d15ad76657/services/85e59b7d-6776-43f4-99e0-523938fb8e35,https://www.gogetta.nyc/find/location/534af3d7-3f6e-427f-8eb3-d2d15ad76657,nychealthandhospitals.org,Health,,,,,844.692.4692,1920 Webster Ave,The Bronx,10457,V,,85e59b7d-6776-43f4-99e0-523938fb8e35,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Belvis,Patient Services,https://www.gogetta.nyc/team/location/cb6207e5-5911-4fce-b8d5-e8dd8e465ad6/services/bddc83ab-e3bd-45c6-b9ad-dc00884832f9,https://www.gogetta.nyc/find/location/cb6207e5-5911-4fce-b8d5-e8dd8e465ad6,www.nychealthandhospitals.org/locations/gotham-health-belvis/,Health,,,,,844.692.4692,545 E 142nd St,The Bronx,10454,V,,bddc83ab-e3bd-45c6-b9ad-dc00884832f9,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Morrisania,Patient Services,https://www.gogetta.nyc/team/location/4955d5ed-05c1-4ea0-867d-df00ccf9c4d2/services/7552ca31-0ce9-4a58-95ec-0a2df36125af,https://www.gogetta.nyc/find/location/4955d5ed-05c1-4ea0-867d-df00ccf9c4d2,www.nychealthandhospitals.org/locations/gotham-health-morrisania/,Health,,,,,"718.960.2777, 844.692.4692",1225 Gerard Avenue,The Bronx,10452,V,,7552ca31-0ce9-4a58-95ec-0a2df36125af,,,
,FALSE,NYC Health + Hospitals/Gotham Health,"Jacobi Medical Center, Gunhill Clinic",Patient Services,https://www.gogetta.nyc/team/location/5733f8d7-dd68-4a5a-bbe6-1a1fd7f9a761/services/ec2b2a73-3777-49a5-87ef-f979598ba067,https://www.gogetta.nyc/find/location/5733f8d7-dd68-4a5a-bbe6-1a1fd7f9a761,www.nychealthandhospitals.org/locations/jacobi/,Health,,,,,718.918.8850,1012 East Gunhill Ave,The Bronx,10469,V,,ec2b2a73-3777-49a5-87ef-f979598ba067,,,
,,NYC Mayor's Office for People with Disabilities,,People with Disabilities,https://www.gogetta.nyc/team/location/55c66a5c-53c1-47c3-bd43-c8d5d6048229/services/1bb5f79b-2bf6-4d42-bef1-6a0e81d794c9,https://www.gogetta.nyc/find/location/55c66a5c-53c1-47c3-bd43-c8d5d6048229,nyc.gov/mopd,Other service,,,,,212.788.2830,"100 Gold Street, 2nd Floor",New York,10038,,,1bb5f79b-2bf6-4d42-bef1-6a0e81d794c9,,,
,FALSE,NYCDOE Family Welcome Center (FWC),Morningside Office (North Manhattan),Registration for School,https://www.gogetta.nyc/team/location/8bf9d47b-1e0c-45f4-8d1c-a09ff60ea210/services/d63055b4-c678-4813-9728-c214fc26849f,https://www.gogetta.nyc/find/location/8bf9d47b-1e0c-45f4-8d1c-a09ff60ea210,schools.nyc.gov/enrollment/enrollment-help/family-welcome-centers,Other service,,,,,332.228.0312,"123 Morningside Dr, Room 235",New York,10027,V,,d63055b4-c678-4813-9728-c214fc26849f,,,
,FALSE,NYS Commission for the Blind (NYSCB),"District 8 Office, Harlem (also serves the Bronx)",Services for the Blind,https://www.gogetta.nyc/team/location/60a5bc8f-18c9-410e-accc-e6eef585b79b/services/c8552fcf-d949-44f0-9809-ae212ea33e49,https://www.gogetta.nyc/find/location/60a5bc8f-18c9-410e-accc-e6eef585b79b,ocfs.ny.gov/programs/nyscb,Other service,,,,,212.961.4440,"163 West 125th Street, Room 209",New York,10027,V,,c8552fcf-d949-44f0-9809-ae212ea33e49,,,
,FALSE,NYS Commission for the Blind (NYSCB),Downtown,Services for the Blind,https://www.gogetta.nyc/team/location/72e2fe2a-e1df-49bc-9ce6-063942fceb8a/services/34256a44-b83f-441e-8205-f2675a20347f,https://www.gogetta.nyc/find/location/72e2fe2a-e1df-49bc-9ce6-063942fceb8a,ocfs.ny.gov/programs/nyscb,Other service,,,,,212.825.5710,"6 Office, 80 Maiden Lane, 23rd Floor",New York,10038,V,,34256a44-b83f-441e-8205-f2675a20347f,,,
,FALSE,NYU Dentistry,Affordable Clinic,Dental Appointment,https://www.gogetta.nyc/team/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641/services/22bf3b00-7ccc-43f4-9827-5babb4cb7c42,https://www.gogetta.nyc/find/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641,dental.nyu.edu/patientcare.html,Health,,,,,212.998.9800,345 E 24th St,New York,10010,V,,22bf3b00-7ccc-43f4-9827-5babb4cb7c42,,,
,FALSE,NYU Dentistry,Affordable Clinic,Urgent Care,https://www.gogetta.nyc/team/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641/services/8318b8f5-5642-47a6-9af9-89b3d8e2029f,https://www.gogetta.nyc/find/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641,dental.nyu.edu/patientcare.html,Health,,,,,212.998.9800,345 E 24th St,New York,10010,V,,8318b8f5-5642-47a6-9af9-89b3d8e2029f,,,
,FALSE,NYU Dentistry,Affordable Clinic,Student Discounts,https://www.gogetta.nyc/team/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641/services/c7dc97af-60b4-4cca-8e17-7c089b6b0f27,https://www.gogetta.nyc/find/location/9aaa0a91-1844-4f1c-a7ca-54d56deec641,dental.nyu.edu/patientcare.html,Health,,,,,212.998.9800,345 E 24th St,New York,10010,V,,c7dc97af-60b4-4cca-8e17-7c089b6b0f27,,,
,FALSE,NYU Langone,Sunset Terrace Family Health Center,Patient Services,https://www.gogetta.nyc/team/location/9dc672a8-1796-4366-9d1f-7fa0261dfe22/services/b0a23a66-75f4-4f1c-81df-ce0a85d7b736,https://www.gogetta.nyc/find/location/9dc672a8-1796-4366-9d1f-7fa0261dfe22,nyulangone.org/locations/sunset-terrace-family-health-center-at-nyu-langone,Health,,,,,718.630.7942,514 49th St,Brooklyn,11220,V,,b0a23a66-75f4-4f1c-81df-ce0a85d7b736,,,
,FALSE,NYU Langone,Community Medicine Program at BRC,Patient Services,https://www.gogetta.nyc/team/location/48cf916d-214d-4aa1-8d40-bbbe84e18384/services/7517f04b-27f0-4d95-a1dd-b59800bc742a,https://www.gogetta.nyc/find/location/48cf916d-214d-4aa1-8d40-bbbe84e18384,nyulangone.org/care-services/community-medicine-program-family-health-centers-at-nyu-langone,Health,,,,,718.210.5293,317 Bowery Street,New York,10003,V,,7517f04b-27f0-4d95-a1dd-b59800bc742a,,,
,FALSE,NYU Langone,Steven A. Cohen Military Family Center,Patient Services,https://www.gogetta.nyc/team/location/27befada-ca63-44f4-9393-c4e780a37a7f/services/05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e,https://www.gogetta.nyc/find/location/27befada-ca63-44f4-9393-c4e780a37a7f,nyulangone.org/locations/military-family-clinic,Health,,,,,855.698.4677,"1 Park Avenue, 8th Floor",New York,10016,V,,05a3c3d8-a51e-4be7-ad13-1b5d6bb1bd9e,,,
,FALSE,NYU Langone,Tisch Hospital,Patient Services,https://www.gogetta.nyc/team/location/91b4f962-8065-4f87-be04-15f475dc064f/services/bbb91ddd-c3bb-4e8b-a5ae-4c029aacba08,https://www.gogetta.nyc/find/location/91b4f962-8065-4f87-be04-15f475dc064f,nyulangone.org/locations/tisch-hospital,Health,,,,,646.929.7870,550 1st Ave.,New York,10016,V,,bbb91ddd-c3bb-4e8b-a5ae-4c029aacba08,,,
,FALSE,NYU Langone Hospital,Brooklyn,Patient Services,https://www.gogetta.nyc/team/location/933467c2-741f-4f43-820f-69a0e3497675/services/b9fd6e10-0dd8-4a65-87da-9628ba26e8f0,https://www.gogetta.nyc/find/location/933467c2-741f-4f43-820f-69a0e3497675,nyulangone.org/locations/nyu-langone-hospital-brooklyn,Health,,,,,718.630.7000,150 55th St,Brooklyn,11220,V,,b9fd6e10-0dd8-4a65-87da-9628ba26e8f0,,,
,FALSE,OASIS Community Pride Center,Location of Latino Commission on AIDS,Workshops,https://www.gogetta.nyc/team/location/f3331e24-d107-4056-b048-a04656444c5e/services/295cd348-3409-42be-adc2-7d6c031b151a,https://www.gogetta.nyc/find/location/f3331e24-d107-4056-b048-a04656444c5e,oasiscenter.nyc,Other service,,,,,212.675.3288,24 W 25 St,New York,10010,V,,295cd348-3409-42be-adc2-7d6c031b151a,,,
,FALSE,OASIS Community Pride Center,Location of Latino Commission on AIDS,"PeP, PrEP, and HIV Treatment",https://www.gogetta.nyc/team/location/f3331e24-d107-4056-b048-a04656444c5e/services/571e54f1-f06d-4c92-b073-3be40d0fa526,https://www.gogetta.nyc/find/location/f3331e24-d107-4056-b048-a04656444c5e,oasiscenter.nyc,Health,,,,,212.675.3288,24 W 25 St,New York,10010,V,,571e54f1-f06d-4c92-b073-3be40d0fa526,,,
,FALSE,OASIS Community Pride Center,Location of Latino Commission on AIDS,Health Insurance Enrollment,https://www.gogetta.nyc/team/location/f3331e24-d107-4056-b048-a04656444c5e/services/e871b750-b878-48d0-9303-701e3750a320,https://www.gogetta.nyc/find/location/f3331e24-d107-4056-b048-a04656444c5e,oasiscenter.nyc,Health,,,,,212.675.3288,24 W 25 St,New York,10010,V,,e871b750-b878-48d0-9303-701e3750a320,,,
,FALSE,OASIS Community Pride Center,Location of Latino Commission on AIDS,IDNYC Application,https://www.gogetta.nyc/team/location/f3331e24-d107-4056-b048-a04656444c5e/services/f81020e8-7355-44a0-b07b-a0bee0f2c5fb,https://www.gogetta.nyc/find/location/f3331e24-d107-4056-b048-a04656444c5e,oasiscenter.nyc,Other service,,,,,212.675.3288,24 W 25 St,New York,10010,V,,f81020e8-7355-44a0-b07b-a0bee0f2c5fb,,,
,FALSE,OASIS Community Pride Center,Location of Latino Commission on AIDS,"Hepatitis C, HIV, and Syphilis Testing",https://www.gogetta.nyc/team/location/f3331e24-d107-4056-b048-a04656444c5e/services/ff6a3674-b009-4640-9e9d-0d6fa686b3de,https://www.gogetta.nyc/find/location/f3331e24-d107-4056-b048-a04656444c5e,oasiscenter.nyc,Health,,,,,212.675.3288,24 W 25 St,New York,10010,V,,ff6a3674-b009-4640-9e9d-0d6fa686b3de,,,
,FALSE,Ocean Bay Community Development Corporation (CDC),Main Location,Benefit Enrollment,https://www.gogetta.nyc/team/location/9eb890ff-35a2-4cd6-acad-319bfc314ea1/services/906d4bea-37a8-426c-ae99-60ee86e510ee,https://www.gogetta.nyc/find/location/9eb890ff-35a2-4cd6-acad-319bfc314ea1,oceanbaycdc.com,Other service,,,,,718.945.8640,443 Beach 54th St,Far Rockaway,11692,V,,906d4bea-37a8-426c-ae99-60ee86e510ee,,,
,FALSE,Ocean Bay Community Development Corporation (CDC),Main Location,Free Notary Public Walk-In,https://www.gogetta.nyc/team/location/9eb890ff-35a2-4cd6-acad-319bfc314ea1/services/b6f6c44f-f5b7-4b26-80cd-037164254cf4,https://www.gogetta.nyc/find/location/9eb890ff-35a2-4cd6-acad-319bfc314ea1,oceanbaycdc.com,Other service,,,,,718.945.8640,443 Beach 54th St,Far Rockaway,11692,V,,b6f6c44f-f5b7-4b26-80cd-037164254cf4,,,
,FALSE,Ocean Bay Community Development Corporation (CDC),"SUNY Attain, Computer Lab",Computer Lab,https://www.gogetta.nyc/team/location/bcbda6f2-2da1-49c4-8c13-eb0d19820863/services/530480c2-93c4-41b6-9842-2b1b5785dfaf,https://www.gogetta.nyc/find/location/bcbda6f2-2da1-49c4-8c13-eb0d19820863,oceanbaycdc.com,Other service,,,,,718.945.8640,426 Beach 40th St,Queens,11691,V,,530480c2-93c4-41b6-9842-2b1b5785dfaf,,,
,FALSE,Ocean Bay Community Development Corporation (CDC),"SUNY Attain, Computer Lab",Education,https://www.gogetta.nyc/team/location/bcbda6f2-2da1-49c4-8c13-eb0d19820863/services/616723ad-c7de-4973-a79c-279275e6b6fd,https://www.gogetta.nyc/find/location/bcbda6f2-2da1-49c4-8c13-eb0d19820863,oceanbaycdc.com,Other service,,,,,718.945.8640,426 Beach 40th St,Queens,11691,V,,616723ad-c7de-4973-a79c-279275e6b6fd,,,
